reference,aims_ancestry,aims_heterozygosity,tarsus.length,weight,tail.length,wing.cord,kipps,distal,carpal,p7,p8,p9,p10,bodyCondition,releaseDay,fall_detectDay1,fall_bearing1,range_norm_tarsus.length,range_norm_weight,range_norm_tail.length,range_norm_wing.cord,range_norm_kipps,range_norm_distal,range_norm_carpal,range_norm_p7,range_norm_p8,range_norm_p9,range_norm_p10,range_norm_releaseDay,range_norm_fall_detectDay1,range_norm_fall_bearing1,range_norm_bodyCondition,t5_spring40
DH27H03,0.9679230152,0.04971932638,26.1,29,69,91,27.2,57.6,NA,74,74,67,15,1.111111111,238,252,189.3982671,0.2096774194,0.4425287356,0.4705882353,0.1764705882,0.2909090909,0.3732394366,NA,0.2857142857,0.3076923077,0.2777777778,0.375,0.4347826087,0.3,0.8366263343,0.5174911059,0
DH27H04,0.3242857143,0.4428571429,27.1,30.4,68,95,29.9,59.7,NA,77,77,71,15,1.121771218,238,255,84.1399332,0.3709677419,0.5229885057,0.4117647059,0.4117647059,0.5363636364,0.5211267606,NA,0.5,0.5384615385,0.5,0.375,0.4347826087,0.375,0.09572124827,0.5356200528,1
DH27H05,0.5275103164,0.4607977992,28.2,28.9,69,93,28.3,58.5,NA,74,73,70,15,1.024822695,238,255,130.8885936,0.5483870968,0.4367816092,0.4705882353,0.2941176471,0.3909090909,0.4366197183,NA,0.2857142857,0.2307692308,0.4444444444,0.375,0.4347826087,0.375,0.4247813711,0.3707460337,0
DH27H06,0.5518092105,0.6529605263,27.5,30.8,69,99,32.9,58.6,NA,79,79,75,18,1.12,238,262,179.856459,0.435483871,0.5459770115,0.4705882353,0.6470588235,0.8090909091,0.4436619718,NA,0.6428571429,0.6923076923,0.7222222222,0.75,0.4347826087,0.55,0.7694623018,0.5326078585,0
DH27H07,0.4212598425,0.6349319971,29.5,29.5,74,101,32.4,65.2,NA,83,81,76,15,1,238,NA,NA,0.7580645161,0.4712643678,0.7647058824,0.7647058824,0.7636363636,0.9084507042,NA,0.9285714286,0.8461538462,0.7777777778,0.375,0.4347826087,NA,NA,0.3285316979,0
DH27H08,0.5853230337,0.6425561798,29.9,30.6,67,93,28.9,56.8,NA,76,76,70,16,1.023411371,238,NA,NA,0.8225806452,0.5344827586,0.3529411765,0.2941176471,0.4454545455,0.3169014085,NA,0.4285714286,0.4615384615,0.4444444444,0.5,0.4347826087,NA,NA,0.3683458876,0
DH27H09,0.2976939203,0.3298392732,27.3,29.4,67,94,27.9,57.5,NA,75,75,75,16,1.076923077,238,NA,NA,0.4032258065,0.4655172414,0.3529411765,0.3529411765,0.3545454545,0.3661971831,NA,0.3571428571,0.3846153846,0.7222222222,0.5,0.4347826087,NA,NA,0.4593497496,0
DH27H10,0.447091801,0.6531184303,27.9,30.3,61,97,30,57.8,NA,77,76,72,18,1.086021505,238,270,137.9838,0.5,0.5172413793,0,0.5294117647,0.5454545455,0.3873239437,NA,0.5,0.4615384615,0.5555555556,0.75,0.4347826087,0.75,0.4747239672,0.4748228525,1
DH27H11,0.184302733,0.2298528381,27,29.4,71,98,32.9,63.8,NA,80,80,76,16,1.088888889,238,260,84.1399332,0.3548387097,0.4655172414,0.5882352941,0.5882352941,0.8090909091,0.8098591549,NA,0.7142857143,0.7692307692,0.7777777778,0.5,0.4347826087,0.5,0.09572124827,0.4796992243,1
DH27H12,0.4538626609,0.6087267525,27.2,29.4,68,97,29.6,60.5,NA,78,78,72,16,1.080882353,238,268,161.5504186,0.3870967742,0.4655172414,0.4117647059,0.5294117647,0.5090909091,0.5774647887,NA,0.5714285714,0.6153846154,0.5555555556,0.5,0.4347826087,0.7,0.6406075312,0.4660830317,0
DH27H13,0.0824964132,0.1147776184,28.5,30.7,71,96,30.6,64,NA,79,79,75,14,1.077192982,238,270,84.1399332,0.5967741935,0.5402298851,0.5882352941,0.4705882353,0.6,0.823943662,NA,0.6428571429,0.6923076923,0.7222222222,0.25,0.4347826087,0.75,0.09572124827,0.4598087603,1
DH28H01,0.4848056537,0.6628975265,26.9,29.7,66,92,28,58.7,NA,75,74,69,15,1.104089219,239,260,176.960023,0.3387096774,0.4827586207,0.2941176471,0.2352941176,0.3636363636,0.4507042254,NA,0.3571428571,0.3076923077,0.3888888889,0.375,0.4782608696,0.5,0.7490745178,0.5055494333,1
DH28H02,0.9413559322,0.08881355932,29.8,33.9,69,95,NA,59,NA,75,75,71,17,1.137583893,239,249,189.3982671,0.8064516129,0.724137931,0.4705882353,0.4117647059,NA,0.4718309859,NA,0.3571428571,0.3846153846,0.5,0.625,0.4782608696,0.225,0.8366263343,0.562511636,1
DH28H03,0.4538024165,0.5735607676,29.2,29.1,70,99,31.6,60.2,NA,79,78,75,17,0.9965753425,239,258,149.4931186,0.7096774194,0.4482758621,0.5294117647,0.6470588235,0.6909090909,0.5563380282,NA,0.6428571429,0.6153846154,0.7222222222,0.625,0.4782608696,0.45,0.5557371506,0.3227076066,0
DH28H04,0.492942837,0.4537755822,28.1,32.9,70,97,29.8,59.1,NA,78,78,75,17,1.170818505,239,258,75.88779729,0.5322580645,0.6666666667,0.5294117647,0.5294117647,0.5272727273,0.4788732394,NA,0.5714285714,0.6153846154,0.7222222222,0.625,0.4782608696,0.45,0.03763511638,0.6190315707,0
DH28H05,0.6054258242,0.5322802198,28.3,29.6,70,96,28.8,59.4,NA,79,78,73,17,1.045936396,239,268,113.3367831,0.564516129,0.4770114943,0.5294117647,0.4705882353,0.4363636364,0.5,NA,0.6428571429,0.6153846154,0.6111111111,0.625,0.4782608696,0.7,0.3012355652,0.4066527252,0
DH28H06,0.136299435,0.2005649718,27.8,28.4,70,100,32.1,64.9,NA,80,80,76,15,1.021582734,239,255,95.9694439,0.4838709677,0.408045977,0.5294117647,0.7058823529,0.7363636364,0.8873239437,NA,0.7142857143,0.7692307692,0.7777777778,0.375,0.4782608696,0.375,0.1789882383,0.3652360434,1
DH28H07,0.7408304498,0.4629757785,28,28.2,68,97,28.1,59.5,NA,78,76,72,17,1.007142857,239,257,212.6083114,0.5161290323,0.3965517241,0.4117647059,0.5294117647,0.3727272727,0.5070422535,NA,0.5714285714,0.4615384615,0.5555555556,0.625,0.4782608696,0.425,1,0.3406790884,1
DH28H08,0.4739285714,0.3821428571,28.7,32.1,74,100,31,62.7,NA,82,81,77,17,1.118466899,239,258,115.4441427,0.6290322581,0.6206896552,0.7647058824,0.7058823529,0.6363636364,0.7323943662,NA,0.8571428571,0.8461538462,0.8333333333,0.625,0.4782608696,0.45,0.3160691026,0.5300006137,0
DH28H09,0.5158075601,0.4144329897,29.4,29.4,68,94,29,59.3,NA,76,75,72,16,1,239,263,179.856459,0.7419354839,0.4655172414,0.4117647059,0.3529411765,0.4545454545,0.4929577465,NA,0.4285714286,0.3846153846,0.5555555556,0.5,0.4782608696,0.575,0.7694623018,0.3285316979,0
DH28H10,0.5778533636,0.6553287982,29.2,32.2,76,100,31,62.3,NA,72,81,78,17,1.102739726,239,254,137.9838,0.7096774194,0.6264367816,0.8823529412,0.7058823529,0.6363636364,0.7042253521,NA,0.1428571429,0.8461538462,0.8888888889,0.625,0.4782608696,0.35,0.4747239672,0.5032544382,1
DH28H11,0.3709902371,0.4170153417,27.6,28.6,67,92,28.9,57.2,NA,77,77,72,18,1.036231884,239,NA,NA,0.4516129032,0.4195402299,0.3529411765,0.2352941176,0.4454545455,0.3450704225,NA,0.5,0.5384615385,0.5555555556,0.75,0.4782608696,NA,NA,0.3901488962,0
DH28H12,0.6466060182,0.6158152554,26.9,28.2,66,90,29.4,56,NA,73,73,69,15,1.048327138,239,NA,NA,0.3387096774,0.3965517241,0.2941176471,0.1176470588,0.4909090909,0.2605633803,NA,0.2142857143,0.2307692308,0.3888888889,0.375,0.4782608696,NA,NA,0.4107185036,1
DH28H13,0.1715721464,0.3086862886,29.5,30.5,70,100,30.7,62.2,NA,81,80,74,17,1.033898305,239,NA,NA,0.7580645161,0.5287356322,0.5294117647,0.7058823529,0.6090909091,0.6971830986,NA,0.7857142857,0.7692307692,0.6666666667,0.625,0.4782608696,NA,NA,0.3861803309,0
DH28H14,0.9303840878,0.1186556927,29.2,28.4,67,92,26.7,59,NA,74,73,70,15,0.9726027397,239,252,189.3982671,0.7096774194,0.408045977,0.3529411765,0.2352941176,0.2454545455,0.4718309859,NA,0.2857142857,0.2307692308,0.4444444444,0.375,0.4782608696,0.3,0.8366263343,0.2819389672,0
DH28H16,0.09529065489,0.136129507,27.7,33.1,69,97,31,59.9,NA,77,77,74,16,1.194945848,239,259,84.1399332,0.4677419355,0.6781609195,0.4705882353,0.5294117647,0.6363636364,0.5352112676,NA,0.5,0.5384615385,0.6666666667,0.5,0.4782608696,0.475,0.09572124827,0.6600633668,0
DH28H17,0.05486008837,0.09057437408,28.3,30.4,69,97,31.9,61.4,NA,79,78,75,16,1.074204947,239,259,84.1399332,0.564516129,0.5229885057,0.4705882353,0.5294117647,0.7181818182,0.6408450704,NA,0.6428571429,0.6153846154,0.7222222222,0.5,0.4782608696,0.475,0.09572124827,0.4547272036,0
DH28H18,0.7402985075,0.4611940299,28.9,32.4,67,95,28.2,58.2,NA,75,75,70,14,1.121107266,239,261,179.856459,0.6612903226,0.6379310345,0.3529411765,0.4117647059,0.3818181818,0.4154929577,NA,0.3571428571,0.3846153846,0.4444444444,0.25,0.4782608696,0.525,0.7694623018,0.5344909142,0
DH28H19,0.08106116433,0.134119381,27.8,33.3,70,98,30.6,62.2,NA,78,78,74,15,1.197841727,239,254,161.5504186,0.4838709677,0.6896551724,0.5294117647,0.5882352941,0.6,0.6971830986,NA,0.5714285714,0.6153846154,0.6666666667,0.375,0.4782608696,0.35,0.6406075312,0.6649881977,0
DH29H01,0.1958393113,0.2209469154,27.7,26.9,64,93,29.6,60,NA,74,74,70,13,0.9711191336,240,266,114.4689255,0.4677419355,0.3218390805,0.1764705882,0.2941176471,0.5090909091,0.5422535211,NA,0.2857142857,0.3076923077,0.4444444444,0.125,0.5217391304,0.65,0.3092046257,0.2794158951,1
DH29H02,0.2517482517,0.404040404,28.8,30.6,65,94,28.5,58.1,NA,76,74,69,14,1.0625,240,260,105.0084614,0.6451612903,0.5344827586,0.2352941176,0.3529411765,0.4090909091,0.4084507042,NA,0.4285714286,0.3076923077,0.3888888889,0.25,0.5217391304,0.5,0.2426131678,0.4348213649,1
DH29H03,0.3639215686,0.4219607843,28,30.5,70,100,32.9,66.4,NA,80,79,75,13,1.089285714,240,273,179.856459,0.5161290323,0.5287356322,0.5294117647,0.7058823529,0.8090909091,0.9929577465,NA,0.7142857143,0.6923076923,0.7222222222,0.125,0.5217391304,0.825,0.7694623018,0.4803740793,0
DH29H04,0.8563573883,0.2336769759,29.8,28.7,66,91,27.8,58.6,NA,73,73,67,14,0.9630872483,240,NA,NA,0.8064516129,0.4252873563,0.2941176471,0.1764705882,0.3454545455,0.4436619718,NA,0.2142857143,0.2307692308,0.2777777778,0.25,0.5217391304,NA,NA,0.2657565926,0
DH29H05,0.645,0.5142857143,27.3,31.7,72,99,30.4,63.1,NA,81,80,76,16,1.161172161,240,264,149.4931186,0.4032258065,0.5977011494,0.6470588235,0.6470588235,0.5818181818,0.7605633803,NA,0.7857142857,0.7692307692,0.7777777778,0.5,0.5217391304,0.6,0.5557371506,0.6026266633,0
DH29H06,0.07692307692,0.1135873472,26.7,30.4,69,95,27.8,61.6,NA,78,78,73,15,1.138576779,240,255,124.6896071,0.3064516129,0.5229885057,0.4705882353,0.4117647059,0.3454545455,0.6549295775,NA,0.5714285714,0.6153846154,0.6111111111,0.375,0.5217391304,0.375,0.3811471954,0.564200173,1
DH29H07,0.1946536145,0.3049698795,27,27.9,67,95,29.6,59.7,NA,79,79,72,16,1.033333333,240,NA,NA,0.3548387097,0.3793103448,0.3529411765,0.4117647059,0.5090909091,0.5211267606,NA,0.6428571429,0.6923076923,0.5555555556,0.5,0.5217391304,NA,NA,0.3852195203,1
DH29H08,0.4919117647,0.5808823529,29.8,NA,70,98,30.1,59.7,NA,79,79,72,17,NA,240,264,176.960023,0.8064516129,NA,0.5294117647,0.5882352941,0.5545454545,0.5211267606,NA,0.6428571429,0.6923076923,0.5555555556,0.625,0.5217391304,0.6,0.7490745178,NA,0
DH29H09,0.5,0.4509803922,29.5,32,73,100,30.5,61.3,NA,79,78,74,16,1.084745763,240,NA,NA,0.7580645161,0.6149425287,0.7058823529,0.7058823529,0.5909090909,0.6338028169,NA,0.6428571429,0.6153846154,0.6666666667,0.5,0.5217391304,NA,NA,0.4726532803,0
DH29H10,0.5796703297,0.3214285714,29,30.1,69,96,30.6,60,NA,77,76,72,15,1.037931034,240,264,193.5552107,0.6774193548,0.5057471264,0.4705882353,0.4705882353,0.6,0.5422535211,NA,0.5,0.4615384615,0.5555555556,0.375,0.5217391304,0.6,0.8658867312,0.3930385303,1
DH29H11,0.4343683839,0.2533521524,27.3,28.2,69,95,26,60,NA,77,76,70,15,1.032967033,240,260,120.5847585,0.4032258065,0.3965517241,0.4705882353,0.4117647059,0.1818181818,0.5422535211,NA,0.5,0.4615384615,0.4444444444,0.375,0.5217391304,0.5,0.3522534907,0.3845965772,1
DH29H12,0.3835187761,0.4179415855,28.7,30.4,69,96,28,60.5,NA,77,76,73,15,1.059233449,240,256,117.1075716,0.6290322581,0.5229885057,0.4705882353,0.4705882353,0.3636363636,0.5774647887,NA,0.5,0.4615384615,0.6111111111,0.375,0.5217391304,0.4,0.3277778471,0.4292661558,0
DH29H13,0.1459802539,0.215796897,26.6,30.2,67,94,29.4,59.7,NA,75,75,72,16,1.135338346,240,258,137.9838,0.2903225806,0.5114942529,0.3529411765,0.3529411765,0.4909090909,0.5211267606,NA,0.3571428571,0.3846153846,0.5555555556,0.5,0.5217391304,0.45,0.4747239672,0.5586927813,0
DH29H14,0.06232193732,0.09472934473,28.2,29.9,73,99,30.6,62.1,NA,81,81,76,18,1.060283688,240,243,76.75789545,0.5483870968,0.4942528736,0.7058823529,0.6470588235,0.6,0.6901408451,NA,0.7857142857,0.8461538462,0.7777777778,0.75,0.5217391304,0.075,0.04375966855,0.4310522278,1
DH29H15,0.3603311735,0.5608351332,28.3,31.3,69,97,31.5,59.8,NA,78,79,74,17,1.106007067,240,257,130.8885936,0.564516129,0.5747126437,0.4705882353,0.5294117647,0.6818181818,0.5281690141,NA,0.5714285714,0.6923076923,0.6666666667,0.625,0.5217391304,0.425,0.4247813711,0.5088109917,0
DH29H16,0.1041968162,0.1664254703,28.4,32.4,69,97,32,59.3,NA,77,77,74,15,1.14084507,240,258,84.1399332,0.5806451613,0.6379310345,0.4705882353,0.5294117647,0.7272727273,0.4929577465,NA,0.5,0.5384615385,0.6666666667,0.375,0.5217391304,0.45,0.09572124827,0.568057708,1
DH30H01,0.1991051454,0.2445935869,26.9,33.8,70,98,29.6,59.7,NA,77,77,74,17,1.256505576,241,268,130.8885936,0.3387096774,0.7183908046,0.5294117647,0.5882352941,0.5090909091,0.5211267606,NA,0.5,0.5384615385,0.6666666667,0.625,0.5652173913,0.7,0.4247813711,0.7647539743,0
DH30H02,0.2803085966,0.3695811903,29.1,23.6,64,94,30.6,59.1,NA,75,74,70,13,0.8109965636,241,243,76.75789545,0.6935483871,0.132183908,0.1764705882,0.3529411765,0.6,0.4788732394,NA,0.3571428571,0.3076923077,0.4444444444,0.125,0.5652173913,0.075,0.04375966855,0.007105900885,0
DH30H03,0.03895131086,0.065917603,28,31.6,72,95,29.3,57.6,NA,78,76,74,17,1.128571429,241,262,105.0084614,0.5161290323,0.591954023,0.6470588235,0.4117647059,0.4818181818,0.3732394366,NA,0.5714285714,0.4615384615,0.6666666667,0.625,0.5652173913,0.55,0.2426131678,0.5471847271,0
DH30H04,0.3355654762,0.5104166667,28.7,30,69,99,32.8,63,NA,78,79,74,14,1.045296167,241,NA,NA,0.6290322581,0.5,0.4705882353,0.6470588235,0.8,0.7535211268,NA,0.5714285714,0.6923076923,0.6666666667,0.25,0.5652173913,NA,NA,0.4055639304,0
DH30H05,0.09442836469,0.1208393632,28.7,30.7,69,98,30.9,60.6,NA,78,78,74,17,1.069686411,241,263,161.5504186,0.6290322581,0.5402298851,0.4705882353,0.5882352941,0.6272727273,0.5845070423,NA,0.5714285714,0.6153846154,0.6666666667,0.625,0.5652173913,0.575,0.6406075312,0.4470428249,1
DH30H06,0.3587424634,0.4211886305,28,28.2,68,92,31.1,56,NA,75,74,71,16,1.007142857,241,261,137.9838,0.5161290323,0.3965517241,0.4117647059,0.2352941176,0.6454545455,0.2605633803,NA,0.3571428571,0.3076923077,0.5,0.5,0.5652173913,0.525,0.4747239672,0.3406790884,0
DH30H07,0.1058601134,0.2003780718,28.4,31.1,66,94,30,60,NA,76,74,70,13,1.095070423,241,NA,NA,0.5806451613,0.5632183908,0.2941176471,0.3529411765,0.5454545455,0.5422535211,NA,0.4285714286,0.3076923077,0.4444444444,0.125,0.5652173913,NA,NA,0.4902117547,0
DH30H08,0.9404545455,0.05909090909,27.2,26.8,67,92,29.1,57.6,NA,75,74,70,16,0.9852941176,241,253,179.856459,0.3870967742,0.316091954,0.3529411765,0.2352941176,0.4636363636,0.3732394366,NA,0.3571428571,0.3076923077,0.4444444444,0.5,0.5652173913,0.325,0.7694623018,0.3035223645,0
DH30H09,0.01802884615,0.0328525641,27.3,30.1,64,95,29.8,63,NA,77,77,73,14,1.102564103,241,255,70.54108052,0.4032258065,0.5057471264,0.1764705882,0.4117647059,0.5272727273,0.7535211268,NA,0.5,0.5384615385,0.6111111111,0.25,0.5652173913,0.375,0,0.5029557668,0
DH30H10,0.03546712803,0.0553633218,27.2,29,72,99,31.8,62,NA,79,79,75,16,1.066176471,241,256,124.6896071,0.3870967742,0.4425287356,0.6470588235,0.6470588235,0.7090909091,0.6830985915,NA,0.6428571429,0.6923076923,0.7222222222,0.5,0.5652173913,0.4,0.3811471954,0.4410736983,0
DH30H11,0.06277372263,0.103649635,28.5,28.1,69,96,29.8,60.7,NA,78,77,72,15,0.9859649123,241,NA,NA,0.5967741935,0.3908045977,0.4705882353,0.4705882353,0.5272727273,0.5915492958,NA,0.5714285714,0.5384615385,0.5555555556,0.375,0.5652173913,NA,NA,0.3046631411,0
DH30H13,0.1244427935,0.1939078752,28.7,28.7,70,100,29.1,63.2,NA,81,80,76,17,1,241,264,137.9838,0.6290322581,0.4252873563,0.5294117647,0.7058823529,0.4636363636,0.7676056338,NA,0.7857142857,0.7692307692,0.7777777778,0.625,0.5652173913,0.6,0.4747239672,0.3285316979,0
DH30H14,0.07810218978,0.1182481752,28,30.6,69,93,28.3,57.9,NA,75,75,72,16,1.092857143,241,NA,NA,0.5161290323,0.5344827586,0.4705882353,0.2941176471,0.3909090909,0.3943661972,NA,0.3571428571,0.3846153846,0.5555555556,0.5,0.5652173913,NA,NA,0.4864477746,0
DH30H15,0.204,0.1665454545,27.3,30.4,70,95,27.6,59,NA,77,77,72,17,1.113553114,241,251,130.8885936,0.4032258065,0.5229885057,0.5294117647,0.4117647059,0.3272727273,0.4718309859,NA,0.5,0.5384615385,0.5555555556,0.625,0.5652173913,0.275,0.4247813711,0.5216440599,0
DH30H16,0.2685045317,0.2832326284,28.8,34.9,71,99,32,63.6,NA,81,81,78,16,1.211805556,241,NA,NA,0.6451612903,0.7816091954,0.5882352941,0.6470588235,0.7272727273,0.7957746479,NA,0.7857142857,0.8461538462,0.8888888889,0.5,0.5652173913,NA,NA,0.6887355693,0
DH30H17,0.06341107872,0.0860058309,26.5,31.4,69,94,31.2,60.1,NA,75,75,70,14,1.18490566,241,NA,NA,0.2741935484,0.5804597701,0.4705882353,0.3529411765,0.6545454545,0.5492957746,NA,0.3571428571,0.3846153846,0.4444444444,0.25,0.5652173913,NA,NA,0.6429886749,0
DH30H18,0.198212408,0.3396424816,27.6,33.4,70,100,34.2,61.3,NA,78,79,75,17,1.210144928,241,258,95.9694439,0.4516129032,0.6954022989,0.5294117647,0.7058823529,0.9272727273,0.6338028169,NA,0.5714285714,0.6923076923,0.7222222222,0.625,0.5652173913,0.45,0.1789882383,0.6859114478,0
DH31H01,0.3892682927,0.5404878049,26.8,29.9,68,90,24.6,56.5,NA,77,75,70,16,1.115671642,242,260,149.4931186,0.3225806452,0.4942528736,0.4117647059,0.1176470588,0.05454545455,0.2957746479,NA,0.5,0.3846153846,0.4444444444,0.5,0.6086956522,0.5,0.5557371506,0.5252469025,0
DH31H02,0.09017595308,0.1363636364,28.2,31.4,70,98,31.6,60.6,NA,76,78,74,17,1.113475177,242,261,161.5504186,0.5483870968,0.5804597701,0.5294117647,0.5882352941,0.6909090909,0.5845070423,NA,0.4285714286,0.6153846154,0.6666666667,0.625,0.6086956522,0.525,0.6406075312,0.5215115188,0
DH31H03,0.386134068,0.2029384757,24.8,26.4,66,92,29.7,60,NA,74,74,70,15,1.064516129,242,260,105.0084614,0,0.2931034483,0.2941176471,0.2352941176,0.5181818182,0.5422535211,NA,0.2857142857,0.3076923077,0.4444444444,0.375,0.6086956522,0.5,0.2426131678,0.4382500638,0
DH31H04,0.2874136608,0.4551036071,30,32.3,69,95,27,61.5,NA,77,77,72,15,1.076666667,242,NA,NA,0.8387096774,0.632183908,0.4705882353,0.4117647059,0.2727272727,0.6478873239,NA,0.5,0.5384615385,0.5555555556,0.375,0.6086956522,NA,NA,0.4589136894,1
DH31H05,0.5526315789,0.4020467836,29.6,30.8,68,96,30.4,62.7,NA,77,76,70,13,1.040540541,242,262,137.9838,0.7741935484,0.5459770115,0.4117647059,0.4705882353,0.5818181818,0.7323943662,NA,0.5,0.4615384615,0.4444444444,0.125,0.6086956522,0.55,0.4747239672,0.3974763468,0
DH31H06,0.7833817126,0.3229317852,28.7,31.5,74,99,30.3,63.6,NA,81,81,76,16,1.097560976,242,263,190.7352706,0.6290322581,0.5862068966,0.7647058824,0.6470588235,0.5727272727,0.7957746479,NA,0.7857142857,0.8461538462,0.7777777778,0.5,0.6086956522,0.575,0.8460373957,0.4944472756,0
DH31H07,0.06158357771,0.09530791789,29.1,31.3,68,98,32.4,63,NA,79,79,76,16,1.075601375,242,260,113.3367831,0.6935483871,0.5747126437,0.4117647059,0.5882352941,0.7636363636,0.7535211268,NA,0.6428571429,0.6923076923,0.7777777778,0.5,0.6086956522,0.5,0.3012355652,0.4571020167,0
DH31H08,0.1404255319,0.2368794326,28.8,31.1,69,96,30,62.8,NA,77,77,74,13,1.079861111,242,266,105.0084614,0.6451612903,0.5632183908,0.4705882353,0.4705882353,0.5454545455,0.7394366197,NA,0.5,0.5384615385,0.6666666667,0.125,0.6086956522,0.65,0.2426131678,0.4643462724,1
DH31H09,0.0990864371,0.1082220661,26.8,29.2,70,96,32,62.3,NA,79,78,73,15,1.089552239,242,262,105.0084614,0.3225806452,0.4540229885,0.5294117647,0.4705882353,0.7272727273,0.7042253521,NA,0.6428571429,0.6153846154,0.6111111111,0.375,0.6086956522,0.55,0.2426131678,0.4808273402,0
DH31H10,0.3441843453,0.4250182882,28,28.5,67,94,28.9,58.6,NA,76,75,71,15,1.017857143,242,268,84.1399332,0.5161290323,0.4137931034,0.3529411765,0.3529411765,0.4454545455,0.4436619718,NA,0.4285714286,0.3846153846,0.5,0.375,0.6086956522,0.7,0.09572124827,0.3589001742,0
DH31H11,0.9389055472,0.09370314843,29,31.4,70,92,28.7,57.5,NA,75,74,70,15,1.082758621,242,249,189.3982671,0.6774193548,0.5804597701,0.5294117647,0.2352941176,0.4272727273,0.3661971831,NA,0.3571428571,0.3076923077,0.4444444444,0.375,0.6086956522,0.225,0.8366263343,0.4692738776,0
DH31H12,0.2766497462,0.1617113851,28.7,31.6,72,99,31.4,62,NA,79,78,74,16,1.101045296,242,260,130.8885936,0.6290322581,0.591954023,0.6470588235,0.6470588235,0.6727272727,0.6830985915,NA,0.6428571429,0.6153846154,0.6666666667,0.5,0.6086956522,0.5,0.4247813711,0.500372832,0
DH31H13,0.08008658009,0.1298701299,29,30,69,98,28.8,64.6,NA,81,79,73,14,1.034482759,242,257,113.3367831,0.6774193548,0.5,0.4705882353,0.5882352941,0.4363636364,0.8661971831,NA,0.7857142857,0.6923076923,0.6111111111,0.25,0.6086956522,0.425,0.3012355652,0.3871742728,1
DH31H14,0.8851884312,0.2191060473,29.3,31.4,68,94,29.7,59.2,NA,76,75,70,16,1.071672355,242,256,161.5504186,0.7258064516,0.5804597701,0.4117647059,0.3529411765,0.5181818182,0.485915493,NA,0.4285714286,0.3846153846,0.4444444444,0.5,0.6086956522,0.4,0.6406075312,0.4504201897,1
DH31H15,0.153425656,0.1421282799,29.8,30.3,67,95,26.5,58.3,NA,77,76,72,17,1.016778523,242,265,95.9694439,0.8064516129,0.5172413793,0.3529411765,0.4117647059,0.2272727273,0.4225352113,NA,0.5,0.4615384615,0.5555555556,0.625,0.6086956522,0.625,0.1789882383,0.3570658367,0
DH31H16,0.5014306152,0.3547925608,28.9,29.2,67,92,25.9,55.5,NA,74,73,69,16,1.010380623,242,NA,NA,0.6612903226,0.4540229885,0.3529411765,0.2352941176,0.1727272727,0.2253521127,NA,0.2857142857,0.2307692308,0.3888888889,0.5,0.6086956522,NA,NA,0.346185345,0
DH31H17,0.08928571429,0.1473214286,28.4,32.8,69,98,30.4,61.7,NA,80,80,76,16,1.154929577,242,258,137.9838,0.5806451613,0.6609195402,0.4705882353,0.5882352941,0.5818181818,0.661971831,NA,0.7142857143,0.7692307692,0.7777777778,0.5,0.6086956522,0.45,0.4747239672,0.592010309,0
DI01H01,0.1751326763,0.2956785444,25.9,28.4,64,92,29.7,58.4,NA,74,74,69,14,1.096525097,243,265,95.9694439,0.1774193548,0.408045977,0.1764705882,0.2352941176,0.5181818182,0.4295774648,NA,0.2857142857,0.3076923077,0.3888888889,0.25,0.652173913,0.625,0.1789882383,0.4926856238,0
DI01H02,0.07313432836,0.09850746269,26.5,26.8,66,91,30,59.5,NA,74,74,69,14,1.011320755,243,263,149.4931186,0.2741935484,0.316091954,0.2941176471,0.1764705882,0.5454545455,0.5070422535,NA,0.2857142857,0.3076923077,0.3888888889,0.25,0.652173913,0.575,0.5557371506,0.3477841659,0
DI01H03,0.3443636364,0.1534545455,28.4,30.4,77,92,29.3,58.3,NA,77,77,73,17,1.070422535,243,NA,NA,0.5806451613,0.5229885057,0.9411764706,0.2352941176,0.4818181818,0.4225352113,NA,0.5,0.5384615385,0.6111111111,0.625,0.652173913,NA,NA,0.448294703,0
DI01H04,0.04710682493,0.07640949555,26.4,28,65,91,26.8,57.7,NA,74,73,68,14,1.060606061,243,NA,NA,0.2580645161,0.3850574713,0.2352941176,0.1764705882,0.2545454545,0.3802816901,NA,0.2857142857,0.2307692308,0.3333333333,0.25,0.652173913,NA,NA,0.4316004659,0
DI01H05,0.2030456853,0.2451051487,27.8,NA,66,96,30.5,59.9,NA,77,77,73,16,NA,243,260,105.0084614,0.4838709677,NA,0.2941176471,0.4705882353,0.5909090909,0.5352112676,NA,0.5,0.5384615385,0.6111111111,0.5,0.652173913,0.5,0.2426131678,NA,0
DI01H06,0.02329075883,0.04207362885,27.2,30.4,70,101,31.2,64.9,NA,83,83,77,16,1.117647059,243,261,161.5504186,0.3870967742,0.5229885057,0.5294117647,0.7647058824,0.6545454545,0.8873239437,NA,0.9285714286,1,0.8333333333,0.5,0.652173913,0.525,0.6406075312,0.5286063652,0
DI01H07,0.03387937453,0.06180193596,28.7,31.3,69,98,29.4,64.9,NA,80,80,76,14,1.090592334,243,262,84.1399332,0.6290322581,0.5747126437,0.4705882353,0.5882352941,0.4909090909,0.8873239437,NA,0.7142857143,0.7692307692,0.7777777778,0.25,0.652173913,0.55,0.09572124827,0.4825961629,1
